,Which category are your registering for?,Nonprofit - Company,Nonprofit - Address 1,Nonprofit - Address 2,City,State,ZIP,Contact Person - First Name,Contact Person - Last Name,Phone,Email
410945288,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Metro Work Center, Inc.",2730 East 31st Street,,Minneapolis,MN,55406,Charles,Crowley,(612)729-7381,ccrowley@metroworkcenter.org
411825584,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Midtown Greenway Coalition,2834 10th Ave. S.,,Minneapolis,MN,55407,Soren,Jensen,612-879-0105,soren@midtowngreenway.org
208496665,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",MIDWEST ANIMAL RESCUE & SERVICES,4084 - 83RD AVE NORTH,,BROOKLYN PARK,MN,55443,JOAN,TABAK,6123084532,joan@midwestanimalrescue.org
200715686,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minneapolis Parks Foundation,4800 Minnehaha Ave S,,Minneapolis,MN,55417,Louise,Mageli,612-822-2656,lmageli@mplsparksfoundation.org
208735265,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota 2020,2324 University Ave W,Suite 204,Saint Paul,MN,55114,John ,Van Hecke,(651)917-1026,info@mn2020.org
363611238,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Academy of Family Physicians Foundation,"600 Highway 169 South, Suite 1680",,St. Louis Park,MN,55426,Lynn,Balfour,(952) 542-0130,foundation@mafp.org
411727185,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Association for Children's Mental Health,"165 Western Ave N, Suite 2",,St. Paul,MN,55102,April J,Tighe,(651)644-7333,ajtighe@macmh.org
411463366,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Association for Volunteer Administration ,1800 White Bear Ave. N,,Maplewood MN,MN,55109,Veronica ,Kneeland ,651-255-0056,vkneeland@mavanetwork.org
411260795,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Boychoir,75 West Fifth Street,Ste 411,Saint Paul,MN,55012,Tanya,Mayer,(651)292-3219,tjm@boychoir.org
237209331,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Brass,1888 Feronia Ave,,Saint Paul,MN,55104,Eric,Molho,952-210-7915,eric@mnbrassinc.org
411455905,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Center for Book Arts,1011 Washington Ave S #100,,Minneapolis,MN,55415,Jeff,Rathermel,612-215-2520,jrathermel@mnbookarts.org
411693835,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota D.A.R.E.,PO Box 279,,Saint Bonifacius,MN,55375,Kathi,Ackerman,(952)446-1907,MNDARE@aol.com
410941924,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Diversified Industries,1700 Wynne Ave.,,St. Paul,MN,55108,Melissa,McKeever,6519998204,melissa.mckeever@mdi.org
010791367,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Fathers & Families Network,3109 West 50th St.,#134,Minneapolis,MN,55410,Sarah,Cheesman,763-248-9541,scheesman@mnfathers.org
363336907,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Food Association,14220 B Ostlund Trail North,,Marine on St. Croix,MN,55047,Joci,Tilsen,651-433-3676,jtilsen@mnfoodassociation.org
411734179,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Fringe Festival,79  13th Ave NE,Suite 112,Minneapolis,MN,55413,Robin,Gillette,(612) 872-1212,robin@fringefestival.org
411461730,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Motion Picture and Television Board Inc.,401 North 3rd Street,Suite 245,Minneapolis,MN,55401,Jill,Johansen,612-767-0095,jill@mnfilmtv.org
411414694,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Network of Hospice & Palliative Care,2365 McKnight Road North,,North Saint Paul,MN,55109,Mackenzie,Gainey,651-917-4628,mgainey@mnhpc.org
411960449,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Ovarian Cancer Alliance,4604 Chicago Ave,,Minneapolis,MN,55407,Rebecca,Lechner,612-822-0500,rlechner@mnovarian.org
411948764,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Recovery Connection,253 State Street,,Saint Paul,MN,55107,Julia,Parnell,651-233-2080,julia@minnesotarecovery.org
411408914,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnesota Women's Consortium,550 Rice Street,,Saint Paul,MN,55103,Erin ,Parrish,651-228-0338,erin@mnwomen.org
411569085,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Minnetonka Public Schools Foundation,5621 County Road 101,,Minnetonka,MN,55345,Jana,Budke,(952)401-5040,mtka.foundation@minnetonka.k12.mn.us
,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Miracle League of MN, Inc.",P.O. Box 1166,,Prior Lake,MN,55372,Kevin,Thoresen,612-703-3218,thorcre@yahoo.com
204628355,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Mission Haiti Inc.,P.O. Box 19401,,Minneapolis,MN,55419-0401,Jimmy,Dunn,(612)964-4229,jimmy@missionhaitiinc.org
411382178,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",MN Adoption Resource Network,1221 Nicollet Mall,Suite 501,Minneapolis,MN,55403,Julie ,Madden,(612)746-5120,jmadden@mnadopt.org
416040647,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",MN Council on Economic Education,1994 Buford Ave,University of Minnesota,Saint Paul,MN,55108,Sharon,Bresson,(612)865-4588,sbresson@umn.edu
411668149,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Monticello Christian Social Services, Inc.",215 Cedar St.,PO Box 1220,Monticello,MN,55362,Monticello,Center,763-295-4031,monticellofoodshelf@hotmail.com
411611040,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",MORE,96 E. Wheelock Parkway,,St. Paul,MN,55117,Cathy,Rucci,651-487-2728,crucci@more-empowerment.org
411992053,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Mother of Mercy Foundation,230 Church Ave,PO Box 676,Albany,MN,56307,Bonnie,Wenker,(320) 845-2195,bwenker@momnursinghome.com
800073226,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Mounds Theatre Company,1029 Hudson Road,,Saint Paul,MN,55106,Raeann,Ruth,651-772-8674,raeannruth@gmail.com
237451713,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Music Association of Minnetonka,18285 Highway 7,,Minnetonka,MN,55345,Donna,Hoel,952-401-5954,mamoffice@musicassociation.org
410675915,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",National Council of Jewish Women - Minneapolis,13100 Wayzata Boulevard,Suite 160,Minnetonka,MN,55305,Beth,Gendler,(952)922-7900,bgendler@ncjwmpls.org
363490571,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",National Lutheran Choir,"528 Hennepin Avenue, #302",,Minneapolis,MN,55403,Tina,Meckel,(612) 722-2301,tina@nlca.com
371143442,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",National Wildlife Rehabilitators Assoc.,"2625 Clearwater Road, Suite 110",,St. Cloud,MN,56301,Deb,Mortenson,320-230-9920,debm@nwrawildlife.org
411386993,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Neighborhood Housing Services of Minneapolis,1501 Dupont Ave N,,Minneapolis,MN,55411,Glennis,TerWisscha,612-521-3581,glennis@minneapolisnhs.org
411223086,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Neighborhood Justice Center, Inc.",500 Laurel Ave.,,St. Paul,MN,55401,Carolina,Lamas,651-222-4703,clamas@njcinc.org
411838192,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",North American Bear Center,P. O. Box 161,,Ely,MN,55731-8130,Nadine,Long,541-476-8556,nadinelong@bear.org
311673282,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",North Anoka County Emergency Foodshelf (NACE),P.O. Box 2,,Cedar,MN,55011,Shana,Schmitz,612-599-9688,sschmitz@teksonsite.com
263507343,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",North Central Cleantech Open,2395 BROADWAY ST,,Redwood City,CA,94063,Jack,Spruth,612-987-7859,nc_info@cleantechopen.com
411878887,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",North House Folk School,500 West Highway 61 - PO Box 759,,Grand Marais,MN,55604,Greg,Wright,(218)387-9762,gwright@northhouse.org
411471638,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",North Minneapolis Meals On Wheels,2901 Emerson Ave N,,Minneapolis,MN,55411,Denise ,Mwasyeba,612-522-7335,nmmowed@hotmail.com
237396467,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",North Shore Gymnastics Association,5555 Pioneer Creek Drive,,Maple Plain,MN,55359,Deb,Hertzenberg,763-479-3189,deb@northshoregym.org
411890854,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northeast Minneapolis Arts Association,2205 California St. NE,Suite 118,Minneapolis,MN,55418,Alejandra,Pelinka,612-788-1679,office@nemaa.org
237350979,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northern Pines,PO Box 1864,,Minnetonka,MN,55345,Dean,Jaderston,612-861-5100,djaderston@npines.org
411930941,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northern Voices,"1660 County Road B, West",,Roseville,MN,55113,Erin,Loavenbruck,651-639-2535,erinl@northernvoices.org
416025711,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northfield Area United Way,1651 Jefferson Parkway,,Northfield,MN,55057,Betsy,Spethmann,(507)664-3510,connect@northfieldunitedway.org
416051879,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northfield Arts Guild,304 Division St S,,Northfield,MN,55057,Ann,Mosey,(507)645-8877,ann@northfieldartsguild.org
411270991,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northfield Historical Society,408 Division Street,,Northfield,MN,55057,Hayes,Scriven,5076459268,scriven@northfieldhistory.org
800163521,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northside Economic Opportunity Network,1011 West Broadway Ave.,,Minneapolis,MN,55411,Luke,Weisberg,612-302-1505,luke@neon-mn.org
920185978,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northstar Problem Gambling Alliance,2233 HAMLINE AVE N,Suite 630,Roseville,MN,55113,Cathie,Perrault,612-424-8595,cp@northstarproblemgambling.org
411487872,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Northwoods Humane Society,PO Box 264,,Wyoming ,MN,55092,Brenda ,Zelinka,651-982-0240 ,brenda@northwoodshs.org
411620953,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",One Voice Mixed Chorus,"732 Holly Ave., Suite Q",,St. Paul,MN,55104,Craig,Coogan,651-298-1954,ExecutiveDirector@ovmc.org
273473943,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",OneVillage Partners,2104 Stevens Ave. S.,,Minneapolis,MN,55404,Andrea,Roeger, (612) 879-7590 ,andrea@onevillagepartners.org
363488089,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Open Your Heart to the Hungry and Homeless,"121 E 7th, Place",Suite 110,St. Paul,MN,55101,Tom,Mulhere,(651)224-8011,tmulhere@oyh.org
411396610,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Opportunity Matters Inc,701 23rd Street South,,Sartell,MN,56377,Regan,Stommes,320-240-1900,regans@opportunitymatters.org
411923622,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Opportunity Neighborhood,"1417 10th Street NW, #104",,New Brighton,MN,55112,Kris ,Ziegler,651-636-6360,kris@opportunityneighborhood.org
411705060,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Osseo Area School District No 279 Foundation,11200 93rd Av. N.,,Maple Grove,MN,55369,Penny,Laing,(763)391-7118,laingpenny@district279.org
363418205,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Ours to Serve House of Hospitality,525 Mississippi Ave NW,,Bemidji,MN,56601,Sandy,Hennum,218-751-0722 ext 2,hennum@villageofhopebemidji.org
363550489,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",OutFront Minnesota,310 East 38th Street,Suite 204,Minneapolis,MN,55409,Becky,Saltzman,612-822-0127,becky@outfront.org
411821091,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Parenting With Purpose,7111 West Broadway,Suite 206,Brooklyn Park,MN,55428,Lisa,Brass,612-750-4313,Lisa@parentingwithpurpose.org
510178125,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Park Bugle,"Park Press, Inc.",PO Box 8126,St. Paul,MN,55108,Karen ,Lilley,651-644-3927,KLL@umn.edu
411822670,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Patrick's Cabaret,3010 Minnehaha Avenue,,Minneapolis,MN,55406,Amy,Hero Jones,612-724-6273,amy@patrickscabaret.org
411485441,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Payne Phalen District Five Planning Council ,506 Kenny Road,Suite 130 ,Saint Paul ,MN,55130,Leslie ,McMurray,651-774-5234,d5-director@visi.com
411913867,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",PeaceMaker Minnesota,"2131 Fairview Avenue North, Suite E",,Roseville,MN,55113,Dan,McNeil,651-631-1604,dmcneil@peacemakermn.org
416040860,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Pet Haven Inc. of MN,PO Box 19105,,Minneapolis,MN,55419,Karen,Scott,952-831-3825,karen.pethaven@gmail.com
411632662,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Peta Wakan Tipi,26366 Red Wing Ave ,,Shafer,MN,55074,Diane,Wilson,612-874-4200,diane@dreamofwildhealth.org
363567019,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",PFund Foundation,1409 Willow Street,Suite 109,Minneapolis,MN,55403,Susan,Raffo,(612) 870-1806,executivedirector@pfundonline.org
411764900,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Pilgrim Center for Reconciliation,7001 Cahill Road,Suite 17,Edina,MN,55439,Evelyn,Vida,(952)946-6990,evelynvida1@aol.com
411811057,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Pillager Family Council,305 Fir Avenue W,,Pillager,MN,56473,Betty,Doss,218-746-2185,plfamily@brainerd.net
411851010,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Pine River-Backus Family Center,P.O. Box 1,,Pine River,MN,56474,Leslie ,Bouchonville,218-587-4292,prbfcles@uslink.net
411290254,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",PORT Group Homes,115 1st St. N.,PO Box 488,Brainerd,MN,56401,Heather,Kelm,218-828-6274,hkelm@portgrouphomes.org
411761756,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Prairie Lakes Regional Arts Council,207 N. State Street,,Waseca,MN,56093,Brenda,Byron,507-833-8721,plrac@hickorytech.net
411560224,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Prairie's Edge Humane Society,1201 Cannon Circle,,Faribault,MN,55021,Sandy,Vesledahl,507-649-1325,admin@prairiesedgehs.org
411972792,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.,I am a SMALL nonprofit. I verify that my nonprofit's annual revenue is $100,000.00 or less based on my 2011 IRS Form 990 revenue.",Praise The Children,201 Hope Avenue,,Jordan,MN,55352,Bev,Wuollet,952-492-3383,bevwuollet@praisethechildren.org
411280596,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","PRG, Inc.",2017 E. 38th Street,,Minneapolis,MN,55407,Carolyn,Williams-Noren,(612)721-7556,carolyn@prginc.org
410971333,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Pro-Choice Resources,250 3rd Ave N #625,,Minneapolis,MN,55401,Wendy,Brovold,612-825-2000,wendy@birdsandbees.org
410979451,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Progress Valley,8030 Old Cedar Ave,Suite #229,Bloomington,MN,55425,Kristine,Peltier,952-374-5540,kpeltier@progressvalley.org
203468924,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Project 515 Education Campaign,1170 15th Ave. SE,Suite 208,Minneapolis,MN,55414,Jake,Blumberg,612-584-1835,jake@project515.org
411850351,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Project for the People of Paraguay,P.O. 251,32205 Blattner St,Avon,MN,56310,Sheri ,Bitzan,(320)8454357,sbitzan@albanytel.com
061629249,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Project Zawadi Inc.,253 Duke Street,,Saint Paul,MN,55102,Shannon,Skally,866-589-6116,shannon@projectzawadi.org
411517055,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Pro-Life Action Ministries,PO Box 75368,,St. Paul,MN,55175,Michael,Stenquist,651.771.1500,Michael.stenquist@plam.org
411430172,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",PROP,14700 Martin Dr.,,Eden Prairie,MN,55344,Janet,Palmer,9522948380,janetp@propfood.org
411747144,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Ragamala Dance (aka Ragamala Music and Dance Theater),"711 West Lake Street, Suite 309",,Minneapolis,MN,55408,Louise,Robinson,612-325-9348,louise@ragamala.net
411822994,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Rain Taxi Inc.,PO Box 3840,,Minneapolis,MN,55403,Kelly ,Everding,612-825-1528,kelly@raintaxi.com
411644956,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Rainy River Community College Foundation,1501 Highway 71,,International Falls,MN,56649,Barb,Fisher,218-285-7722,Barb.Fisher@rainyriver.edu
270476510,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Randy Shaver Cancer Research & Community Fund,1660 S. Hwy 100,Suite 335,St. Louis Park,MN,55416,Roseann,Shaver,(952)473-1780,roseanngolf@aol.com
411893180,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Rebuilding Together Twin Cities,2633 Fourth Street SE,,Minneapolis,MN,55414,Michaela,Brown,6517764273,m.brown@rebuildingtogether-twincities.org
411469078,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Red Eye Theater,Red Eye Theater,15 W 14th St,Minneapolis,MN,55403,Miriam,Must,6123096495,miriam@redeyetheater.org
411869035,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Red Wing Downtown Main Street Inc,207 East Ave,,Red Wing,MN,55066,Tracy ,Hardyman,651-385-7850,tracy@downtownredwing.org
710890615,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Red Wing Youth Outreach Inc.,410 Guernsey Lane,,Red Wing,MN,55066,Stacy,Hartmann,651-388-3371,stacymhartmann@gmail.com
411447509,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Reif Center,720 NW Conifer Drive,,Grand Rapids,MN,55744,David,Marty,218-327-5780,david@reifcenter.org
870778133,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.","Reiser Relief, Inc.",P.O. Box 48096,,Coon Rapids,MN,55448,Ann,Brau,763-280-3433,annbrau@reiserrelief.com
201246949,"I am a MEDIUM nonprofit. I verify that my nonprofit's annual revenue is more than $100,000.00 and less than $1,000,000.00 based on my 2011 IRS Form 990 revenue.",Rescued Pets Are Wonderfu,624 111TH Ave NE,,Blaine,MN,55434,Wanda,Lindsay,7632427439,kittycity331@aol.com
